disposition,period,duration,depth,radius,equilibrium_t,insolation,stellar_temp,stellar_radius,stellar_logg,midpoint,ra,dec,magnitude,distance,label
FP,15.196,1.792,1970.0,4.96345,1175.80398775,355.909,5807.0,1.14,4.33418,2458689.11633,198.152378,71.618139,10.3874,209.618,0
FP,2.1358631,1.559,10325.0,23.6019,1745.0,1540.95,5969.0,1.5,4.17,2460363.632024,301.710466,38.431023,10.381,274.162,0
PC,6.7075429,2.125,11920.0,17.4647,1079.0,225.822,6134.3,1.24,4.33418,2460323.760513,134.120039,72.533276,10.6405,259.0,1
KP,3.5862962,3.3710943,5729.3246858,16.4747611,1658.3915202,1787.5955937,5704.8,2.00441,3.84,2459063.655791,15.006077,-58.904724,11.7806,603.955,2
FP,1.8296155,2.166,1406.0,29.3616,3751.0,32867.0,7875.0,3.5,3.61,2460556.995021,300.805115,52.040842,10.349,880.107,0
FP,11.1876137,3.183,4924.0,31.8624,1499.0,838.609,7266.0,2.05,4.06,2460541.381489,299.273862,35.988359,10.3075,482.763,0
FP,7.8513949,6.835,22029.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460634.945689,282.474539,55.26639,10.3018,875.061,0
CP,7.0643978,2.424,8268.0,9.39131,890.0,104.311,5429.6,0.96,4.44,2460341.784305,197.683097,70.768012,10.2938,132.353,2
CP,8.9534775,2.696,1136.0,2.35888,723.0,45.5604,5029.5,0.76,4.61,2460355.403307,209.217175,68.618211,10.2549,94.6375,2
FP,7.5022708,2.605,1760.0,5.55812,940.0,129.866,6229.0,1.27,4.31,2459437.549479,289.238688,31.323574,10.2026,216.517,0
PC,14.0077666,5.8727493,5924.8349672,12.4023108,1028.5320293,264.4796635,6557.7,1.57435,4.18,2458695.361762,247.35668,71.505873,10.1772,295.561,1
FP,1.692892,2.886,1418.0,11.2371,5800.0,187927.0,9121.5,2.1,4.21,2460556.672243,297.30004,41.326844,10.1617,602.899,0
FP,2.6652007,3.49,819.0,2.35964,2045.0,2905.35,4043.4,0.56,4.69,2460646.783967,279.101036,55.391781,10.1358,36.7224,0
CP,6.0344667,1.89,1800.0,4.44029,788.0,64.2648,5586.0,1.05,4.36763,2460175.749118,349.559266,-56.903986,9.179,94.1719,2
CP,9.6867516,2.512,1669.0,3.00336,707.0,41.6645,4738.1,0.73,4.59,2460473.411486,214.555774,82.193764,10.112,72.0238,2
CP,2.1031647,5.059,7142.0,16.7087,3037.0,14140.0,6122.0,1.93,3.93,2460556.242383,297.215817,64.354351,10.079,302.819,2
FP,7.6416041,2.654,6025.0,27.538,1303.0,478.683,6496.7,2.05,4.33418,2460386.22206,201.614657,65.306346,10.0049,370.553,0
FP,5.9294088,2.933,10226.0,10.8101,1175.80398775,456.893,5095.6,1.06,4.33418,2460654.565628,286.74712,71.712377,9.9478,112.868,0
CP,5.7484439,1.76,1041.0,2.35215,820.0,75.272,4534.0,0.69,4.61,2460558.350441,272.20452,60.678785,9.9469,58.5946,2
FP,1.1967018,1.879,824.0,10.3239,3534.0,25917.9,5997.0,1.73,4.0,2460532.182655,297.459433,34.829667,9.94025,246.798,0
FP,11.2464616,7.391,7576.0,17.6677,1218.0,365.938,6115.7,2.01,3.89,2460649.2545,251.633465,65.715035,9.92402,294.85,0
PC,2.5941968,0.861,907.0,4.47229,1159.0,300.014,6389.0,1.4,4.26,2460310.089156,162.893176,81.322174,9.9002,221.071,1
FP,8.5112,3.486,4172.76,10.504179950000001,1175.80398775,355.909,8156.0,1.23,4.35,2458687.19253,306.730853,38.93227,9.886581,347.452,0
PC,3.9687994,1.07,1760.0,10.504179950000001,1175.80398775,355.909,5286.9,1.23,4.33418,2459441.286476,292.223229,24.20119,9.8744,370.553,1
PC,5.5411114,2.467,633.0,2.04482,1117.0,258.843,5332.0,0.82,4.56429,2460189.428472,99.238421,-58.016153,9.2789,66.6187,1
PC,10.6917268,3.002,535.0,1.79811,710.0,42.2657,5332.0,0.82,4.56429,2460038.721177,99.238421,-58.016153,9.2789,66.6187,1
FP,15.7335693,3.288,2540.0,24.3218,1219.0,367.588,6800.0,2.21,3.91,2459441.423236,283.526697,37.720014,9.7831,355.809,0
FP,2.2219839,1.996,4394.0,15.4416,1175.80398775,7790.56,7166.8,1.87,4.33418,2460337.368138,301.41088,33.049205,10.4813,501.963,0
CP,2.3106428,1.294,6911.0,8.76741,1052.0,203.685,5339.9,0.99,4.41,2460367.07216,167.821481,69.964775,10.4782,149.667,2
FP,4.05135,2.4,1132.23,14.2359,1175.80398775,355.909,4974.4,3.85,4.33418,2458686.84696,291.12047,33.273702,10.4717,500.014,0
PC,5.5376617,2.517,5390.0,15.6557,1206.0,351.929,6689.0,2.06,3.96,2459785.498161,291.707693,17.808736,10.4318,424.442,1
PC,4.5960377,4.744,5000.0,16.2166,1937.0,2340.04,7649.0,2.12,4.04,2459787.132209,293.26832,15.736136,10.4247,405.634,1
KP,3.612771,4.142,11794.0,19.3662,2344.0,5011.92,8324.0,1.71,4.28,2460551.040398,304.800032,32.581045,10.4219,470.878,2
CP,3.6714717,2.149,4340.0,10.678,1182.0,324.114,5618.0,1.54,4.06,2460360.434669,166.880658,61.352572,10.4221,248.427,2
CP,11.535076,8.555958,2389.90616,12.215808,1175.80398775,355.909,5479.3,2.48771,3.77,2458332.082805,4.447163,-66.358928,7.1062,79.5702,2
FP,0.8352406,1.043,2065.0,6.4875,2345.0,5021.63,6105.0,1.24,4.31,2460365.995576,222.841424,82.952258,10.402,224.444,0
CP,2.4919771,1.4338141,2093.9594201,2.2187585,639.9817426,39.6452664,3948.0,0.482388,4.68962,2458411.670877,42.2477,-14.537283,10.9473,37.8871,2
FP,4.1164112500000005,2.726775,878.134108,1.710706,448.0162269,9.5212941,3773.0,0.577983,4.438,2458614.434411,210.427355,-63.852645,8.386,818.829,0
CP,25.5195307,6.6877451,558.3758637,2.9641461,662.8890748,45.6335702,5742.22,1.17321,4.29,2458553.062116,168.226736,-34.406937,7.9995,64.9943,2
PC,1.3812115,2.7372191,117.7553083,2.2402361,2222.614552,5767.3673643,6711.0,1.7756799,4.06358,2458569.940999,169.119109,-60.567675,8.004,106.505,1
PC,2.3922703,9.0053425,63.575141,3.5905923,2954.822621,18015.5142019,6090.0,4.1956,3.29864,2458383.241223,127.128017,-74.954728,8.3902,309.932,1
FP,0.831542,1.985538,248.969585,1.881684,1999.3796659,3776.6095365,5824.0,1.1512,4.438,2458569.713498,180.325704,-60.200439,8.6014,1698.55,0
PC,2.6282553,2.0930597,75.2858004,0.9817044,1418.1144376,955.7979966,6282.0,1.10743,4.37809,2458325.539664,116.594329,-64.056009,9.2397,113.758,1
PC,3.4239436,1.9601023,443.6391381,1.7581475,1056.3800546,294.3078003,5626.0,0.823019,4.56195,2458327.476703,30.508742,-83.227962,10.5924,134.757,1
PC,10.983042,3.7478987,725.1724567,2.5070075,716.2888325,62.2119369,5626.0,0.823019,4.56195,2458331.120311,30.508742,-83.227962,10.5924,134.757,1
PC,17.726449,3.4404719,747.7725499,2.261664,610.6445415,32.8605569,5626.0,0.823019,4.56195,2458341.801726,30.508742,-83.227962,10.5924,134.757,1
PC,40.7199388,4.2436925,355.619391,3.2352713,668.3063106,47.143655,5914.0,1.55953,3.98,2458337.088331,73.541918,-70.379109,9.597,173.833,1
FP,79.3739596,5.392,1227.0,2.17454,368.0,3.05331,5168.33,0.77,4.60584,2459187.361317,66.221959,-73.333516,11.1762,144.133,0
PC,18.1663644,2.464,624.0,2.80447,562.0,16.6472,5572.9,1.14,3.83,2460180.146446,31.178933,-73.126759,9.8135,133.335,1
PC,105.5850893,11.6068811,462.9116325,2.5033335,429.5758177,8.047858,5909.57,1.1142,4.26154,2458402.036518,87.874157,-70.991808,10.4016,190.986,1
FP,27.2149622,3.7190483,4731.4046225,8.3475973,573.0537137,25.4860381,6270.0,0.989667,4.54537,2458576.189436,163.198824,-67.387472,10.6392,161.33,0
PC,19.1807264,3.9621084,544.5602695,2.4311768,611.0168649,32.9407734,5262.4,0.937973,3.98,2458634.552482,285.049519,-84.448187,10.0329,107.048,1
PC,1.2124493,0.9984653,501.2911711,0.879419,1092.1250255,336.2098533,3751.0,0.518,4.75718,2458570.395929,146.87585,-77.296816,10.42,34.6633,1
PC,4.5541831,7.8146963,187.8286128,0.8887417,694.0557871,54.8401357,4280.0,0.635812,4.61209,2458325.424166,87.714849,-75.688563,11.546,99.5413,1
PC,41.4856125,6.6899368,959.7522291,12.5121956,1035.0005398,271.196017,6354.0,3.4868701,4.24472,2458574.940733,193.260548,-44.09936,9.6517,463.223,1
PC,13.7738265,2.9992376,338.2166234,1.8971927,730.4597521,67.2831271,5455.96,1.01825,4.46737,2458336.632412,71.484109,-68.761805,10.3869,135.689,1
PC,1.9142544,3.256,248.0,2.04421,2462.0,6105.33,6734.0,1.59,4.18582,2460121.561055,72.332562,-67.368745,10.1207,301.291,1
CP,5.0780325,1.2100353,5923.1283069,2.6347763,431.253644,8.1743139,3318.0,0.334125,4.9581,2458329.118988,332.948236,-58.946085,13.084,62.118,2
CP,91.6827832,9.7504857,713.2183569,3.239855,399.0780255,5.9944903,5802.0,1.01814,4.44521,2458404.181466,107.921025,-65.508857,10.0564,138.411,2
PC,10.1944993,2.2648785,317.3261147,2.7392825,994.4291411,231.1087411,6082.0,1.32661,4.33287,2458329.466254,99.224785,-63.079384,10.3014,226.932,1
FP,14.64319,2.5483426,242.7923919,3.41248,1134.2791474,391.2017546,6516.0,2.04178,3.99366,2458337.747012,117.214876,-63.720125,9.3109,237.7,0
CP,4.1782656,1.675904,2537.6781602,2.1023854,492.7241583,13.9295288,3442.0,0.404403,4.893,2458327.705053,37.197836,-80.899105,11.556,37.3312,2
CP,17.9453645,3.0740072,5480.684864,3.3839124,303.1226876,1.9952383,3442.0,0.404403,4.893,2458329.862603,37.197836,-80.899105,11.556,37.3312,2
PC,13.896396,3.5885605,748.5332881,2.4586343,686.1495861,52.3837065,5522.87,0.888163,4.67156,2458414.082856,97.166308,-64.596432,11.7582,252.615,1
PC,8.1213102,3.1040945,594.6443745,2.3157186,820.6868999,107.208941,5522.87,0.888163,4.67156,2458414.548052,97.166308,-64.596432,11.7582,252.615,1
PC,3.9287851,1.8165271,485.9762569,2.329279,1123.4398689,376.4612937,5668.15,0.986943,4.52573,2458438.458273,103.754836,-69.867129,11.5514,257.93,1
CP,27.3613778,4.0586418,20690.6684294,6.4522449,243.7718547,0.8345555,3050.0,0.44128,4.438,2458617.479256,186.767363,-72.45185,13.802,100.641,2
CP,29.0497517,7.117,318.0,2.84674,1115.0,257.066,8208.0,1.8,4.25979,2460178.461991,107.843685,-68.83334,9.0963,272.217,2
CP,3.3088922,6.114,4736.0,24.9862,3184.0,17074.7,6188.0,2.62,4.27166,2460175.035028,319.699588,-26.616374,7.87598,161.498,2
CP,25.0571312,7.5424225,533.486013,3.2396838,688.6094029,53.1389289,5696.0,1.15281,4.26563,2458620.316686,118.129594,-83.825063,9.6245,143.138,2
CP,24.2454967,3.3725583,6260.6703602,3.878568,122.2177444,0.05273,3535.0,0.465271,4.84874,2458563.890468,156.74726,-52.467872,10.2565,27.6227,2
PC,14.2545623,4.7250029,7899.6939555,10.7048234,785.7055082,90.0658585,5739.0,1.09597,4.28235,2458544.021225,116.501399,-61.879794,11.7835,328.604,1
CP,14.1758947,3.7543827,907.1324529,2.6231641,690.9961983,53.8795095,5723.87,0.864173,4.438,2459308.481159,186.574063,-51.363052,8.6522,64.5978,2
CP,19.5901578,4.002861,1182.6678641,3.0026428,620.3638839,35.0031418,5723.87,0.864173,4.438,2459311.402774,186.574063,-51.363052,8.6522,64.5978,2
CP,6.2036219,3.01098,548.9044399,2.056748,910.1452592,162.1675094,5723.87,0.864173,4.438,2459310.632995,186.574063,-51.363052,8.6522,64.5978,2
CP,3.79589,2.4602856,317.5272928,1.553135,1072.0653989,312.1807495,5723.87,0.864173,4.438,2458572.107559,186.574063,-51.363052,8.6522,64.5978,2
FP,2.2645386,3.8193701,15019.9420903,5.1936764,616.7174475,34.1873897,3443.0,0.411471,4.81617,2458685.613152,290.57223,26.319493,13.7991,104.912,0
CP,3.4447015,1.912,796.0,2.00495,1086.0,231.437,3912.0,0.63,4.62642,2460333.631473,152.218255,69.27662,9.91924,39.6345,2
KP,3.0300715,2.5466671,21794.6136956,12.7529892,1077.4145935,318.4581858,5242.82,0.857369,4.52404,2459422.690639,286.040876,36.632536,11.0248,159.658,2
KP,12.72038,2.401,1070.0,4.96046,705.0,41.1042,6212.0,1.48,4.17664,2459781.665928,286.638391,39.487904,10.2768,243.249,2
KP,6.238755,3.6178567,373.5681138,2.9728283,1255.4607699,587.1290759,6212.0,1.47768,4.17664,2458685.409943,286.638391,39.487904,10.2768,243.249,2
CP,3.2947689,1.7483103,1324.0402774,2.5248559,700.5995436,56.9377632,3853.0,0.62326,4.63168,2458684.28731,201.382339,68.836068,11.2582,70.7145,2
CP,0.7645807,1.07057,394.9832006,1.2407226,1140.0845694,399.2723837,3853.0,0.62326,4.63168,2458684.104681,201.382339,68.836068,11.2582,70.7145,2
CP,12.6396982,3.3830702,3292.6812864,4.6025162,640.0266601,39.6563977,5217.0,0.789425,4.59186,2459604.095801,158.011286,84.030377,10.7192,126.903,2
KP,1.7208555,1.8346409,10014.2587401,13.4646314,1758.3994294,2259.3896676,5832.83,1.33402,4.20893,2459421.32991,286.110305,43.680961,13.8046,1086.24,2
PC,4.7802597,1.4588658,1015.4550043,7.6126429,1654.2989516,1770.0151344,5826.0,2.3387201,3.7213,2459421.236112,289.73973,44.647347,11.1634,546.522,1
PC,0.3814849,0.565,570.0,2.0605,1539.0,931.396,4255.0,0.71,4.55641,2459664.126568,248.553295,60.195927,11.598,110.015,1
PC,4.6595169,0.9011821,1725.1706259,2.1961507,519.9004855,17.2664038,3489.0,0.490729,4.74553,2459598.143164,135.732641,71.636416,11.1966,43.1865,1
CP,6.4002807,2.1559875,1026.6018729,2.2730301,699.0536347,56.4368797,4599.0,0.720551,4.58487,2459913.810947,256.279559,69.519093,11.0157,102.551,2
PC,4.8204512,1.756,1930.0,2.36747,572.0,17.8782,3692.0,0.52,4.71598,2459764.329317,283.53553,69.633534,12.1819,80.0982,1
CP,18.6548829,5.4431451,1495.4449473,4.3869878,585.8091542,27.832077,5141.0,0.876154,4.49143,2459733.643821,251.11587,70.429992,11.1802,169.422,2
CP,4.3074513,2.3379196,1094.8419495,3.2819879,954.8757629,196.4755358,5141.0,0.876154,4.49143,2459737.587215,251.11587,70.429992,11.1802,169.422,2
CP,5.9041278,2.7678313,773.9266468,2.4489454,859.6105665,129.0410781,5141.0,0.876154,4.49143,2459740.304262,251.11587,70.429992,11.1802,169.422,2
CP,37.9251983,3.5345219,1370.7888539,3.241643,462.4282696,10.8068346,5141.0,0.876154,4.49143,2458700.697302,251.11587,70.429992,11.1802,169.422,2
CP,15.9234883,4.021,493.0,2.18203,735.0,48.5414,5711.85,1.08,4.38315,2460311.844914,227.867864,71.841296,8.4724,73.8713,2
CP,4.3601536,2.3408909,5592.2909183,6.9564258,961.6063113,202.0738994,5227.0,0.874131,4.50479,2458687.1215,259.023592,63.105607,11.1153,168.735,2
CP,13.0791581,2.97,1143.0,3.25485,735.0,48.6058,5453.0,1.0,4.41707,2460342.349121,200.561576,66.308533,10.2108,139.49,2
CP,4.6517186,2.709,978.0,2.66889,1343.0,540.772,5154.0,0.85,4.47072,2460206.744249,23.593425,-66.676349,10.1985,111.059,2
CP,9.1549418,2.457,1101.0,2.62011,710.0,42.2592,5154.0,0.85,4.47072,2460202.049893,23.593425,-66.676349,10.1985,111.059,2
CP,19.9815709,2.724,909.0,2.54717,562.0,16.5853,5154.0,0.85,4.47072,2460181.146579,23.593425,-66.676349,10.1985,111.059,2
PC,4.1164112500000005,4.6235211,738.7670156,2.9700035,465.178087,11.0661868,5154.0,0.852266,4.47072,2460188.729278,23.593425,-66.676349,10.1985,111.059,1
PC,1.1219715,0.8226121,3997.6445916,3.9968417,1479.5361862,1132.461295,5780.0,0.624,4.67672,2459662.042876,266.686079,70.784502,12.0623,123.8346,1
FP,4.6756655,1.914,738.0,4.03134,1085.0,230.204,5779.0,1.45,4.88162,2460658.633557,260.902889,64.862363,9.89947,185.23,0
CP,10.288886,1.391,854.0,2.63881,483.0,9.06856,5126.0,0.87,4.49772,2460646.544681,296.24462,74.062858,9.1416,65.9501,2
FP,1.0332441,3.8017836,26111.5081972,4.087988,516.1833775,16.7778791,2972.0,0.156193,5.15741,2458683.947476,301.346363,38.228325,13.5608,370.553,0
KP,5.4526479,3.401,7750.0,14.5502,1271.0,433.78,6509.0,1.57,4.17233,2459820.977365,303.195436,18.104778,9.87463,249.325,2
PC,10.2613397,4.855,726.0,3.60391,1152.0,372.358,6124.0,1.49,4.15391,2460333.648786,209.484313,79.583322,9.13619,154.944,1
CP,3.4779776,2.5103489,27021.6932424,12.5541925,897.2038496,153.1388971,4699.0,0.765001,4.54638,2459764.874089,282.100166,79.256476,11.1534,118.106,2
KP,3.0354017,2.8809533,16196.2158157,14.1334903,1324.2404714,726.7556694,5751.0,1.07224,4.35036,2458326.730861,339.489275,-35.154203,12.7923,573.027,2
CP,3.1274634,1.9812695,1331.83693,2.5802896,813.0378617,103.2675998,4225.0,0.693431,4.5756,2459634.760516,157.144071,65.854199,10.8116,73.5977,2
CP,7.4931613,1.9339295,1650.6470497,2.7733674,607.6028794,32.2107098,4225.0,0.693431,4.5756,2458686.119718,157.144071,65.854199,10.8116,73.5977,2
CP,49.825166,3.8714976,2059.4069037,3.8319135,323.1161011,2.5760566,4225.0,0.693431,4.5756,2458879.323459,157.144071,65.854199,10.8116,73.5977,2
PC,18.0574016,3.592177,1198.0572128,3.8092663,704.2235859,58.1250403,5897.0,1.01,4.45922,2459628.771413,268.016064,53.730699,10.6965,199.964,1
PC,20.8774413,3.562,771.0,2.16145,572.0,17.8402,5396.0,0.9,4.50457,2460322.358008,180.726502,74.061009,9.5966,93.2276,1
PC,1.0214555,1.252,319.0,1.46266,1449.0,733.19,5098.0,0.82,4.54682,2460557.928454,309.353641,22.654366,8.5325,46.5539,1
PC,2.7441672,1.418,5650.0,7.84317,1009.0,172.233,5040.0,0.97,4.38482,2459765.819264,287.242092,57.344126,10.634,141.755,1
KP,2.2047452,3.996,6872.0,17.9781,2634.0,7992.22,6532.23,1.99,3.96818,2460558.800568,292.24719,47.969543,10.0274,341.079,2
CP,10.8948421,2.0719394,3168.3853584,2.4691414,390.8242112,5.5137471,3618.0,0.435666,4.79432,2459649.751299,197.996583,65.833697,11.0402,36.0118,2
CP,18.8016111,1.9093524,1686.7881033,1.9112282,325.8292621,2.6636757,3618.0,0.435666,4.79432,2459630.046434,197.996583,65.833697,11.0402,36.0118,2
KP,6.7900981,6.0786576,2158.1733568,9.7548481,1192.2564672,477.5289979,6378.0,2.00068,4.438,2459425.412816,287.708814,47.33305,11.636,370.553,2
CP,8.157721,3.788,10273.0,9.31888,860.0,91.0972,5091.2,0.9,4.47,2460359.607231,198.388583,62.30538,10.1495,109.557,2
CP,4.2529641,2.5733867,758.584999,2.3483383,994.5309519,231.2034004,5591.0,0.848906,4.38111,2458686.60881,249.69664,64.559181,10.9897,172.138,2
PC,9.2378703,2.535,660.0,2.22995,757.0,54.6767,5591.0,0.85,4.38111,2459739.097032,249.69664,64.559181,10.9897,172.138,1
CP,3.7955178,2.0198135,52278.9940979,10.3261619,525.9431131,18.0832336,3424.0,0.445372,4.438,2458325.650603,15.551889,-61.756133,14.1266,140.225,2
FP,14.3034613,3.135,48840.0,18.4949,551.0,15.38,5056.6,0.83,4.53,2459695.445887,293.032494,74.891073,11.463,171.138,0
KP,6.1349783,5.661,3860.0,13.1383,1509.0,861.554,5828.7,2.05,3.84,2459657.449461,203.509956,53.728188,7.4556,92.2589,2
CP,3.3159772,1.494,2770.0,4.5947,923.0,120.595,4972.7,0.81,4.54,2459661.401357,199.196204,49.861059,11.0244,137.572,2
CP,4.6313014,1.435,4860.0,9.34848,1078.0,225.013,5736.0,1.07,4.39,2459684.920137,214.120856,58.390253,10.418,177.118,2
PC,19.3203478,4.215,13910.0,9.38964,534.0,13.544,4968.1,0.8,4.5,2459736.340774,254.816154,65.747438,11.8994,178.141,1
PC,14.8559691,3.711,1127.0,2.72638,788.0,64.0545,5544.0,0.86,4.5609,2460319.121018,172.747799,66.796529,9.76775,100.772,1
CP,14.4751062,1.6182484,9618.5798534,8.6976173,407.866275,6.5402175,3841.0,0.55035,4.69364,2459826.540249,320.478444,35.648625,11.7819,75.5759,2
CP,9.6141636,3.4271882,933.6532689,3.2264735,749.8978043,74.7359105,5477.0,0.840608,4.5707,2459659.673503,185.062873,56.201409,9.99454,107.055,2
CP,4.9404714,1.954,455.0,2.3216,1178.0,320.012,6086.0,1.13,4.26269,2460175.867159,79.520938,-80.964384,7.9849,68.4727,2
PC,9.6926392,3.0182304,1838.2370548,3.289074,626.5734732,36.4257934,4665.0,0.746003,4.56182,2458691.302548,291.465322,61.776153,10.6355,92.4381,1
PC,6.390888,3.766,435.0,2.47201,1227.0,376.532,6191.0,1.32,4.27017,2460351.314066,199.442645,71.721051,9.6635,178.259,1
KP,0.9689927,2.5496309,13532.9710157,17.1331258,2332.2259008,6992.032823,6430.0,1.41398,4.25113,2459445.892853,314.268523,31.661019,11.4373,444.586,2
KP,10.338505,4.242,18162.0,11.8729,903.0,110.512,5336.96,0.84,4.55466,2460539.055031,324.535978,30.488188,9.7525,92.3831,2
FP,1.283251,2.012261,1961.318203,2.558112,923.6720985,172.0252913,3855.0,0.560391,4.68499,2458711.815604,311.513651,56.86715,12.5313,110.246,0
FP,1.2284388,1.9190118,1229.4965125,1.866263,841.1003116,118.2802346,3526.0,0.53023,4.71105,2458712.3664,316.86724,46.865373,10.9313,41.9934,0
PC,9.6001126,4.9882857,380.4193796,2.4070295,950.8147029,193.1543783,5891.0,1.2103699,4.30161,2459828.256927,308.747621,63.474938,8.593,92.7225,1
CP,2.6998294,2.208,2798.0,4.94551,1639.0,1198.41,6180.0,0.92,4.57956,2460445.649979,313.167029,65.608783,9.93119,114.865,2
FP,0.581322,1.3261177,3206.6010016,2.2014886,952.4881815,194.5178158,3446.0,0.38621,4.83941,2458711.410631,307.210941,33.413959,12.9984,89.21544,0
CP,0.980972,0.5405036,6178.392421,5.9162923,1320.951709,719.5629045,4486.0,0.764401,4.49914,2460205.646862,0.185606,-54.830823,9.9005,61.7856,2
KP,5.3987355,3.127,352.0,2.25345,1192.0,335.249,5875.23,1.26,4.26474,2460551.373546,291.03231,49.040213,9.50898,144.166,2
PC,7.16199,7.668,800.0,5.05452,1649.0,1230.42,6229.0,1.81,4.0,2459734.427241,245.818009,62.925121,10.8722,428.123,1
FP,1.4412175,1.666,12927.0,17.0442,1626.0,1160.55,5672.9,1.46,4.13,2460351.142333,253.14033,57.97415,9.84566,190.403,0
PC,1.6849938,0.916,990.0,3.76716,1198.0,342.918,5923.0,1.11,4.38,2459689.485255,230.310094,63.565285,10.8605,239.983,1
CP,3.9152737,2.562,3350.0,9.43435,1170.0,311.498,5714.0,1.58,4.05,2459663.161776,223.092641,70.476557,10.9458,332.648,2
CP,3.1968838,3.7533697,7958.980656,14.9685779,1671.1249287,1843.1329908,6470.0,1.59715,4.15,2459913.379043,256.672203,67.871503,10.7973,388.227,2
CP,3.9443668,4.8652146,6732.488454,14.5727196,1461.6208264,1078.5986988,5494.0,1.75475,3.93,2459766.962599,256.770639,70.238481,10.8041,323.265,2
FP,3.93034,3.667,9724.58,14.8838,1175.80398775,815.91,6292.0,1.37,4.33418,2458686.93866,195.821133,67.823436,10.9873,283.32,0
CP,4.5371361,4.042155,4199.7558754,9.8153513,1326.6264827,732.0077048,5731.0,1.48668,4.1,2459764.419877,241.322901,70.19004,10.9585,319.036,2
FP,5.929405,3.719,16410.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459599.130762,286.74788,71.7136,10.451,370.553,0
CP,14.3392144,4.6064739,392.6346872,2.2963233,841.9410276,118.7538488,6295.7,1.1374201,4.438,2458336.557651,12.546778,-83.743767,7.4371,57.5846,2
KP,2.8716983,4.668,8568.0,18.1267,2281.0,4494.25,6840.0,1.91,4.05,2460419.967332,216.523825,59.444274,9.823,321.376,2
CP,6.0964074,2.3632965,1142.4891745,2.5856853,737.3642914,69.8633506,4820.4,0.731699,4.6,2459710.294209,275.862543,71.581748,10.5216,90.8693,2
PC,4.1164112500000005,8.0555709,2143.3712267,4.258255,177.5215972,0.2347069,4820.4,0.731699,4.6,2458999.462385,275.862543,71.581748,10.5216,90.8693,1
PC,5.6666168,3.604,9780.0,14.8589,1277.0,442.536,6530.0,1.47,4.23,2459738.402777,264.378942,73.261193,10.6724,339.455,1
FP,1.56029,2.751,1690.0,18.4825,3900.0,38412.5,6897.0,2.29,3.89,2458684.13635,301.717674,45.499227,9.87278,387.708,0
FP,8.8735214,4.059,1949.0,6.0401,1591.0,1064.98,5992.0,1.18,4.34,2460552.790682,303.072972,44.495878,9.76577,156.338,0
